Deal Name,Owner code,Client Code,Deal Status,Close Date (A),Closure Probability,Masked Deal value,Tentative Close Date,Deal Stage,Product deal,Sector/service,Created Date,source_row_number,quality_flag
Sakura,OWNER_001,COMPANY183,Open,,High,89308.2,2025-11-19,F. Negotiations,Pure Service,Mining,2025-11-17,28,
Sakura,OWNER_003,COMPANY009,Open,,Low,2446800.0,2026-02-15,E. Proposal/Commercials Sent,Pure Service,Renewables,2025-11-18,29,
Sakura,OWNER_003,COMPANY052,Open,,Medium,1223400.0,2026-02-28,B. Sales Qualified Leads,Pure Service,Railways,2025-11-18,30,
Sakura,OWNER_003,COMPANY108,Open,,Medium,1223400.0,2026-02-28,B. Sales Qualified Leads,Pure Service,Railways,2025-11-18,31,
Kakashi,OWNER_003,COMPANY021,Open,,Low,1223400.0,2026-02-28,B. Sales Qualified Leads,Pure Service,Railways,2025-11-18,32,
Goku,OWNER_003,COMPANY067,Open,,Medium,2018605.1064,2026-01-31,E. Proposal/Commercials Sent,Pure Service,Railways,2025-11-18,33,
Goku,OWNER_003,COMPANY043,Open,,Low,1223400.0,2026-02-28,B. Sales Qualified Leads,Pure Service,Mining,2025-11-18,34,
Luffy,OWNER_003,COMPANY093,Open,,High,122340000.0,2026-02-28,F. Negotiations,Service + Spectra,Tender,2025-11-18,35,
Zoro,OWNER_003,COMPANY067,Open,,Medium,3058500.0,2026-01-15,B. Sales Qualified Leads,Pure Service,Railways,2025-11-18,36,
Nami,OWNER_004,COMPANY110,Open,,Low,91755000.0,2026-01-15,E. Proposal/Commercials Sent,Service + Spectra,Tender,2025-11-19,37,
Sanji,OWNER_003,COMPANY048,Open,,Medium,7340400.0,2026-02-15,F. Negotiations,Dock + DMO,Security and Surveillance,2025-11-19,38,
Sanji,OWNER_002,COMPANY124,Open,,Medium,12019562.448,2026-01-30,E. Proposal/Commercials Sent,,Tender,2025-11-20,39,
Rukia,OWNER_001,COMPANY087,Open,,High,3058500.0,2026-04-01,C. Demo Done,Service + Spectra,Renewables,2025-11-26,40,
Rukia,OWNER_001,COMPANY095,Open,,High,1835100.0,2026-02-10,C. Demo Done,Service + Spectra,Renewables,2025-11-26,41,
Light Yagami,OWNER_003,COMPANY007,Open,,Medium,6117000.0,2026-03-31,E. Proposal/Commercials Sent,Spectra Deal,Mining,2025-12-01,42,
Light Yagami,OWNER_003,COMPANY067,Open,,Medium,7340400.0,2026-02-28,F. Negotiations,Pure Service,Railways,2025-12-08,43,
Eren Yeager,OWNER_003,COMPANY068,Open,,Medium,5872320.0,2026-01-31,F. Negotiations,Pure Service,Railways,2025-12-08,44,
Mikasa,OWNER_001,COMPANY050,Open,,Low,611696.3298,2025-12-15,F. Negotiations,Pure Service,Renewables,2025-12-08,45,
Levi,OWNER_003,COMPANY051,Open,,High,841699.2,2026-01-15,F. Negotiations,Pure Service,Railways,2025-12-08,46,
Tanjiro,OWNER_003,COMPANY161,Open,,High,489360.0,2026-01-31,F. Negotiations,Pure Service,Railways,2026-01-08,47,
Tanjiro,OWNER_003,COMPANY186,Open,,High,489360.0,2026-01-31,E. Proposal/Commercials Sent,Pure Service,Mining,2026-01-08,48,
Tanjiro,OWNER_001,COMPANY038,,,,,,A. Lead Generated,,,2026-01-08,49,missing_deal_status
Tanjiro,OWNER_001,COMPANY039,Open,,High,2079780.0,2026-01-13,A. Lead Generated,,,2026-01-08,50,
Tanjiro,OWNER_001,COMPANY136,Open,,High,1468080.0,2026-01-31,A. Lead Generated,,,2026-01-08,51,
Zenitsu,OWNER_003,COMPANY190,Dead,,,,2024-10-31,N. Not relevant at the moment,Pure Service,Others,2024-09-12,53,
Inosuke,OWNER_003,COMPANY186,Dead,,,,2024-10-31,N. Not relevant at the moment,Pure Service,Others,2024-09-12,54,
Gojo,OWNER_005,COMPANY101,Dead,,,13457400.0,2025-06-30,E. Proposal/Commercials Sent,,Railways,2025-06-01,55,
Yuji Itadori,,COMPANY172,Dead,,,,2025-06-19,L. Project Lost,,Mining,2024-08-09,56,missing_owner_code
Yuji Itadori,,COMPANY172,Dead,,,,2025-06-19,L. Project Lost,,Mining,2024-08-16,57,missing_owner_code
Yuji Itadori,OWNER_006,COMPANY118,Dead,,,,2025-05-31,L. Project Lost,,Construction,2025-04-25,58,
Yuji Itadori,OWNER_002,COMPANY148,Dead,,,34866900.0,2025-05-31,O. Not Relevant at all,,Powerline,2025-04-25,59,
Megumi,OWNER_002,COMPANY070,Dead,,,97872.0,2025-05-31,N. Not relevant at the moment,,Powerline,2025-04-25,60,
Nobara,OWNER_006,COMPANY146,Dead,,,,2025-06-23,L. Project Lost,,Renewables,2025-04-30,61,
Saitama,OWNER_006,COMPANY014,Dead,,,,2025-05-31,C. Demo Done,,Powerline,2025-04-30,62,
Genos,OWNER_002,COMPANY168,Dead,,,53217.9,2025-06-30,N. Not relevant at the moment,,Powerline,2025-05-05,63,
Finn the Human,,COMPANY186,Dead,,,,2024-11-25,J. Invoice sent,,Mining,2024-08-16,64,missing_owner_code
Edward Elric,OWNER_002,COMPANY179,Dead,,,,2025-06-23,L. Project Lost,,Powerline,2025-05-05,65,
Alphonse,OWNER_007,COMPANY078,Dead,,,,2024-09-30,C. Demo Done,,Railways,2024-08-16,66,
Alphonse,OWNER_003,COMPANY058,Dead,,,244680.0,2025-01-14,L. Project Lost,Pure Service,Renewables,2024-08-19,67,
Alphonse,OWNER_003,COMPANY143,Dead,,,611700.0,2025-01-14,L. Project Lost,Pure Service,Renewables,2024-08-19,68,
Alphonse,OWNER_003,COMPANY071,Dead,,,489360.0,2025-01-14,L. Project Lost,Pure Service,Renewables,2024-08-19,69,
Alphonse,OWNER_003,COMPANY063,Dead,,,256914000.0,2025-05-13,M. Projects On Hold,Pure Service,Mining,2024-08-19,70,
Alphonse,OWNER_003,COMPANY045,Dead,,,6117000.0,2025-05-13,M. Projects On Hold,Pure Service,Others,2024-08-21,71,
Alphonse,OWNER_003,COMPANY120,Dead,,,,2025-05-13,M. Projects On Hold,Pure Service,Mining,2024-08-19,72,
Alphonse,OWNER_003,COMPANY074,Dead,,,,2025-05-13,M. Projects On Hold,Pure Service,Others,2024-08-22,73,
Alphonse,OWNER_006,COMPANY005,Dead,,,,2024-09-30,C. Demo Done,,Construction,2024-08-22,74,
Alphonse,OWNER_003,COMPANY115,Dead,,,,2024-09-30,N. Not relevant at the moment,Pure Service,Renewables,2024-08-27,75,
Alphonse,OWNER_003,COMPANY080,Dead,,,,2024-09-30,N. Not relevant at the moment,Pure Service,Others,2024-08-30,76,
Alphonse,OWNER_003,COMPANY057,Dead,,,807444.0,2024-11-13,O. Not Relevant at all,Pure Service,Renewables,2024-09-12,77,
Alphonse,OWNER_003,COMPANY148,Dead,,,,2024-10-31,N. Not relevant at the moment,Pure Service,Renewables,2024-09-16,78,
Alphonse,OWNER_006,COMPANY078,Dead,,,,2024-11-18,L. Project Lost,,Railways,2024-09-20,79,
Alphonse,OWNER_006,COMPANY112,Dead,,,,2024-10-31,N. Not relevant at the moment,,Others,2024-09-20,80,
Alphonse,OWNER_003,COMPANY071,Dead,,,489360.0,2025-01-14,L. Project Lost,Pure Service,Renewables,2024-09-20,81,
Alphonse,OWNER_003,COMPANY133,Dead,,,,2025-05-13,M. Projects On Hold,Pure Service,Renewables,2024-09-20,82,
Alphonse,OWNER_003,COMPANY194,Dead,,,,2024-10-31,N. Not relevant at the moment,Pure Service,Construction,2024-09-20,83,
Alphonse,OWNER_006,COMPANY142,Dead,,,,2024-11-08,L. Project Lost,,Others,2024-10-07,84,
Spike Spiegel,OWNER_006,COMPANY169,Dead,,,,2025-06-23,L. Project Lost,,Powerline,2024-10-07,85,
Faye Valentine,,COMPANY186,Dead,,,,2024-11-30,C. Demo Done,,Mining,2024-10-08,86,missing_owner_code
Kenshin,,COMPANY186,Dead,,,,2024-11-16,J. Invoice sent,,Mining,2024-11-01,87,missing_owner_code
Rei,,COMPANY172,Dead,,,,2024-12-31,E. Proposal/Commercials Sent,,Others,2024-11-02,88,missing_owner_code
Jake the Dog,,COMPANY017,Dead,,,,2024-12-31,E. Proposal/Commercials Sent,,Renewables,2024-11-05,89,missing_owner_code
Piccolo,OWNER_001,COMPANY085,Dead,,,,2025-06-23,M. Projects On Hold,,Mining,2024-11-17,90,
Totoro,OWNER_003,COMPANY121,Dead,,,17739300.0,2025-05-13,L. Project Lost,Pure Service,Mining,2024-11-17,91,
Chihiro,OWNER_003,COMPANY116,Dead,,,1223400.0,2025-01-14,L. Project Lost,Pure Service,Mining,2024-11-17,92,
Howl,OWNER_003,COMPANY025,Dead,,,244680.0,2025-01-14,L. Project Lost,Pure Service,Others,2024-11-17,93,
Kiki,OWNER_003,COMPANY133,Dead,,,244680.0,2025-05-13,M. Projects On Hold,Pure Service,Renewables,2024-11-17,94,
Monkey D. Dragon,OWNER_001,COMPANY120,Dead,,,,2025-01-17,L. Project Lost,,Renewables,2024-11-17,95,
Shanks,OWNER_003,COMPANY175,Dead,,,305850.0,2025-01-14,L. Project Lost,Pure Service,Mining,2024-11-17,96,
Shanks,OWNER_003,COMPANY058,Dead,,,305850.0,2025-01-14,L. Project Lost,Pure Service,Renewables,2024-11-17,97,
Pain,OWNER_006,COMPANY020,Dead,,,,2024-12-27,L. Project Lost,,Others,2024-11-17,98,
Ace,OWNER_006,COMPANY122,Dead,,,,2024-12-13,L. Project Lost,,Renewables,2024-11-18,99,
Gaara,OWNER_006,COMPANY122,Dead,,,,2025-06-22,L. Project Lost,,Renewables,2024-11-18,100,
Itachi,OWNER_003,COMPANY157,Dead,,,21409500.0,2025-01-14,L. Project Lost,Pure Service,Mining,2024-11-19,101,
Itachi,,COMPANY016,Dead,,,,2024-12-31,B. Sales Qualified Leads,,Renewables,2024-11-21,102,missing_owner_code
Itachi,,COMPANY172,Dead,,,,2025-01-31,B. Sales Qualified Leads,,Mining,2024-12-04,103,missing_owner_code
Itachi,,COMPANY018,Dead,,,,2024-12-20,J. Invoice sent,,Others,2024-12-12,104,missing_owner_code
Kaguya,OWNER_006,COMPANY150,Dead,,,,2025-01-31,L. Project Lost,,Renewables,2024-12-27,105,
Kaguya,OWNER_006,COMPANY128,Dead,,,,2025-01-23,J. Invoice sent,,Mining,2025-01-03,106,
Bulma,OWNER_003,COMPANY072,Dead,,,4037220.0,2025-07-04,L. Project Lost,Pure Service,Mining,2025-01-14,107,
Trunks,OWNER_003,COMPANY038,Dead,,,489360.0,2025-02-28,N. Not relevant at the moment,Pure Service,Renewables,2025-01-16,108,
Trunks,OWNER_003,COMPANY038,Dead,,,367020.0,2025-02-28,N. Not relevant at the moment,Pure Service,Renewables,2025-01-16,109,business_key_duplicate
Killua,OWNER_003,COMPANY038,Dead,,,367020.0,2025-02-28,N. Not relevant at the moment,Pure Service,Renewables,2025-01-16,110,
Gon,OWNER_003,COMPANY038,Dead,,,397605.0,2025-02-28,N. Not relevant at the moment,Pure Service,Renewables,2025-01-16,111,
Kurapika,OWNER_001,COMPANY182,Dead,,,,2025-02-28,J. Invoice sent,,Mining,2025-01-17,112,
Hisoka,OWNER_003,COMPANY185,Dead,,,,2025-02-28,N. Not relevant at the moment,Pure Service,Others,2025-01-21,113,
Sailor Moon,OWNER_003,COMPANY196,Dead,,,,2025-03-27,L. Project Lost,Pure Service,Mining,2025-01-29,114,
Sailor Moon,OWNER_006,COMPANY162,Dead,,,,2025-02-24,L. Project Lost,,Others,2025-02-19,115,
Sailor Moon,OWNER_006,COMPANY160,Dead,,,,,N. Not relevant at the moment,,Mining,2025-03-11,116,
Sailor Moon,OWNER_006,COMPANY146,Dead,,,,2025-06-22,M. Projects On Hold,,Renewables,2025-03-27,117,
Inuyasha,OWNER_002,COMPANY125,Dead,,,2849787.96,2025-05-26,L. Project Lost,Service + Spectra,Powerline,2025-05-13,118,
Sesshomaru,OWNER_002,COMPANY125,Dead,,,3988803.945,2025-05-26,L. Project Lost,Service + Spectra,Powerline,2025-05-13,119,
Sesshomaru,OWNER_002,COMPANY125,Dead,,,3383159.775,2025-05-26,L. Project Lost,Service + Spectra,Powerline,2025-05-13,120,business_key_duplicate
Sesshomaru,OWNER_003,COMPANY154,Dead,,,3058500.0,2025-07-04,I. POC,Pure Service,Mining,2025-05-13,121,
Kirito,OWNER_003,COMPANY186,Dead,,,,2025-09-15,M. Projects On Hold,Pure Service,Mining,2025-05-14,122,
Asuna,OWNER_003,COMPANY005,Dead,,,,2025-07-04,L. Project Lost,Pure Service,Construction,2025-05-14,123,
Rem,OWNER_003,COMPANY199,Dead,,,,2025-09-15,M. Projects On Hold,Pure Service,Renewables,2025-05-14,124,
Emilia,OWNER_003,COMPANY071,Dead,,,550530.0,2025-07-04,M. Projects On Hold,Pure Service,Renewables,2025-05-14,125,
Subaru,OWNER_003,COMPANY027,Dead,,,,2025-06-30,O. Not Relevant at all,Pure Service,Railways,2025-05-14,126,
Subaru,OWNER_003,COMPANY186,Dead,,,,2025-06-30,O. Not Relevant at all,Pure Service,Mining,2025-05-14,127,
Subaru,OWNER_003,COMPANY101,Dead,,,3670200.0,2025-07-04,I. POC,Pure Service,Railways,2025-05-14,128,
Subaru,OWNER_003,COMPANY066,Dead,,,,2025-06-30,O. Not Relevant at all,Pure Service,Railways,2025-05-14,129,
Subaru,OWNER_003,COMPANY198,Dead,,,,2025-07-04,L. Project Lost,Pure Service,Others,2025-05-14,130,
Subaru,OWNER_003,COMPANY176,Dead,,,,2025-06-30,N. Not relevant at the moment,Pure Service,Renewables,2025-05-14,131,
Subaru,OWNER_003,COMPANY145,Dead,,,54441300.0,2025-07-28,L. Project Lost,Pure Service,Renewables,2025-05-14,132,
Subaru,OWNER_003,COMPANY058,Dead,,,305850.0,2025-07-04,M. Projects On Hold,Pure Service,Renewables,2025-05-14,133,
Subaru,OWNER_003,COMPANY155,Dead,,,,2025-06-30,N. Not relevant at the moment,Pure Service,Others,2025-05-14,134,
Kaneki,OWNER_003,COMPANY133,Dead,,,550530.0,2025-07-28,M. Projects On Hold,Pure Service,Renewables,2025-05-14,135,
Inosuke,OWNER_003,COMPANY018,Dead,,,550530.0,2025-07-04,M. Projects On Hold,Pure Service,Renewables,2025-05-15,136,
Touka,OWNER_003,COMPANY114,Dead,,,,2025-06-30,O. Not Relevant at all,Pure Service,Renewables,2025-05-15,137,
Jotaro,OWNER_001,COMPANY073,Dead,,,,2024-11-17,L. Project Lost,,Mining,2024-08-09,138,
Dio,OWNER_006,COMPANY167,Dead,,,,2025-06-23,L. Project Lost,,Others,2024-08-12,139,
Josuke,OWNER_006,COMPANY122,Dead,,,,2024-11-18,L. Project Lost,,Renewables,2024-08-16,140,
Josuke,OWNER_003,COMPANY075,Dead,,,,2024-09-30,N. Not relevant at the moment,Pure Service,Others,2024-08-09,141,
Giorno,OWNER_002,COMPANY098,Dead,,,751473450.0,2025-05-29,L. Project Lost,,Powerline,2025-05-20,142,
Armin,OWNER_006,COMPANY065,Dead,,,,2025-06-30,B. Sales Qualified Leads,,Renewables,2025-05-27,143,
Erwin,OWNER_003,COMPANY200,Dead,,,,2025-07-04,L. Project Lost,Pure Service,Renewables,2025-05-27,144,
Shoto Todoroki,OWNER_002,COMPANY148,Dead,,,,2025-07-31,O. Not Relevant at all,,Powerline,2025-06-10,145,
Deku,OWNER_003,COMPANY191,Dead,,,,2025-07-31,O. Not Relevant at all,Pure Service,Renewables,2025-06-11,146,
Erwin,OWNER_003,COMPANY152,Dead,,,1223400.0,2025-07-31,O. Not Relevant at all,Pure Service,Renewables,2025-06-11,147,
Erwin,OWNER_003,COMPANY034,Dead,,,,2025-07-31,O. Not Relevant at all,Pure Service,Others,2025-06-19,148,
Erwin,OWNER_006,COMPANY181,Dead,,,,2025-07-31,I. POC,,Renewables,2025-06-24,149,
Erwin,OWNER_006,COMPANY023,Dead,,,,2025-07-31,E. Proposal/Commercials Sent,,Renewables,2025-06-24,150,
Erwin,OWNER_006,COMPANY128,Dead,,,,2025-08-31,C. Demo Done,,Mining,2025-07-01,151,
Rimuru,OWNER_003,COMPANY133,Dead,,,244680.0,2025-08-31,O. Not Relevant at all,Pure Service,Renewables,2025-07-28,152,
Mugen,OWNER_003,COMPANY133,Dead,,,305850.0,2025-08-31,O. Not Relevant at all,Pure Service,Renewables,2025-07-28,153,
Shinra,OWNER_003,COMPANY030,Dead,,,367020.0,2025-08-31,O. Not Relevant at all,Pure Service,Renewables,2025-07-28,154,
Rengoku,OWNER_003,COMPANY082,Dead,,,367020.0,2025-08-31,O. Not Relevant at all,Pure Service,Renewables,2025-07-28,155,
Rengoku,OWNER_003,COMPANY007,Dead,,,550530.0,2025-08-31,M. Projects On Hold,Pure Service,Renewables,2025-07-28,156,
Madara,OWNER_003,COMPANY006,Dead,,,2569140.0,2025-08-31,E. Proposal/Commercials Sent,Pure Service,Renewables,2025-07-28,157,
Obito,OWNER_003,COMPANY053,Dead,,,,2025-09-15,M. Projects On Hold,Pure Service,Renewables,2025-07-28,158,
Obito,OWNER_003,COMPANY174,Dead,,,,2025-08-31,M. Projects On Hold,Pure Service,Renewables,2025-07-28,159,
Akaza,OWNER_003,COMPANY158,Dead,,,,2025-08-31,O. Not Relevant at all,Pure Service,Mining,2025-07-28,160,
Cell,OWNER_003,COMPANY007,Dead,,,97872000.0,2025-08-31,L. Project Lost,Pure Service,Mining,2025-07-28,161,
Frieza,OWNER_003,COMPANY008,Dead,,,,2025-08-31,O. Not Relevant at all,Pure Service,Renewables,2025-07-28,162,
Frieza,OWNER_003,COMPANY081,Dead,,,176169600.0,2025-08-31,O. Not Relevant at all,Pure Service,Aviation,2025-07-28,163,
Beerus,OWNER_002,COMPANY079,Dead,,,,2025-08-31,N. Not relevant at the moment,,Renewables,2025-07-29,164,
Whis,OWNER_002,COMPANY124,Dead,,,,2025-09-30,O. Not Relevant at all,,Powerline,2025-08-11,165,
Gohan,,COMPANY195,Dead,,,,2025-09-30,D. Feasibility,,Mining,2025-08-25,166,missing_owner_code
Gohan,,COMPANY119,Dead,,,,2025-10-31,E. Proposal/Commercials Sent,,Others,2025-09-05,167,missing_owner_code
Gohan,OWNER_003,COMPANY049,Dead,,,19085040.0,2025-10-31,E. Proposal/Commercials Sent,Pure Service,Railways,2025-09-15,168,
Gohan,OWNER_003,COMPANY156,Dead,,,3670200.0,2025-10-31,B. Sales Qualified Leads,Pure Service,Railways,2025-09-15,169,
Gohan,OWNER_001,COMPANY088,Dead,,,,2025-10-31,B. Sales Qualified Leads,,Manufacturing,2025-09-15,170,
Krillin,OWNER_001,COMPANY147,Open,,,1101060.0,2025-10-31,D. Feasibility,,Renewables,2025-09-15,171,
Mickey Mouse,OWNER_002,COMPANY166,Dead,,,944709.48,2025-10-31,E. Proposal/Commercials Sent,,Powerline,2025-09-22,172,
Donald Duck,OWNER_003,COMPANY035,Dead,,Low,1223400.0,2025-11-24,L. Project Lost,Pure Service,Railways,2025-11-18,173,
Goofy,OWNER_003,COMPANY189,Dead,,Low,4973119.7766,2025-12-31,B. Sales Qualified Leads,Pure Service,Railways,2025-11-18,174,
Daffy Duck,OWNER_002,COMPANY124,Dead,,Medium,6114436.977,2025-12-08,L. Project Lost,,Tender,2025-10-14,175,
Erwin,OWNER_002,COMPANY117,Dead,,Low,1923184.8,2025-11-28,E. Proposal/Commercials Sent,,Powerline,2025-03-31,176,
Alias_162,OWNER_003,COMPANY111,Dead,,Medium,9200237.148,2025-10-31,L. Project Lost,Pure Service,Railways,2025-09-15,177,
Bugs Bunny,OWNER_003,COMPANY007,Dead,,Low,4893600.0,2026-01-20,L. Project Lost,Pure Service,Mining,2025-11-18,178,
Bugs Bunny,OWNER_004,COMPANY010,Dead,,Low,1835100.0,2025-12-15,C. Demo Done,Spectra Deal,Mining,2025-11-20,179,
Bugs Bunny,OWNER_001,COMPANY105,Dead,,,2691480.0,2025-11-21,G. Project Won,Pure Service,Renewables,2025-11-17,180,
Bugs Bunny,OWNER_003,COMPANY126,Won,,,,,A. Lead Generated,,Powerline,2025-11-27,182,
Bugs Bunny,OWNER_003,COMPANY036,Won,,,,,A. Lead Generated,,Renewables,2025-11-27,183,
Bugs Bunny,OWNER_001,COMPANY137,Won,,,,,A. Lead Generated,,Mining,2025-11-27,184,
Bugs Bunny,OWNER_001,COMPANY137,Won,,,,,A. Lead Generated,,Mining,2025-11-27,185,business_key_duplicate
Scooby-Doo,OWNER_001,COMPANY137,Won,,,,,A. Lead Generated,,Mining,2025-11-27,186,
Scooby-Doo,OWNER_001,COMPANY137,Won,,,,,A. Lead Generated,,Mining,2025-11-27,187,business_key_duplicate
Scooby-Doo,OWNER_001,COMPANY024,Won,,,,,A. Lead Generated,,Mining,2025-11-27,188,
Scooby-Doo,OWNER_001,COMPANY024,Won,,,,,A. Lead Generated,,Mining,2025-11-27,189,business_key_duplicate
Scooby-Doo,OWNER_001,COMPANY024,Won,,,,,A. Lead Generated,,Mining,2025-11-27,190,business_key_duplicate
Shaggy,OWNER_001,COMPANY024,Won,,,,,A. Lead Generated,,Mining,2025-11-27,191,
Tom,OWNER_001,COMPANY159,Won,,,,,A. Lead Generated,,Mining,2025-11-27,192,
Jerry,OWNER_003,COMPANY001,Won,,,,,A. Lead Generated,,Renewables,2025-11-27,193,
,OWNER_003,COMPANY165,Won,,,,,A. Lead Generated,,Railways,2025-11-27,194,missing_deal_name
Bart Simpson,OWNER_001,COMPANY188,Won,,,,,A. Lead Generated,,Mining,2025-11-27,195,
Bart Simpson,OWNER_001,COMPANY186,Won,,,,,A. Lead Generated,,Mining,2025-11-27,196,
Lisa Simpson,OWNER_001,COMPANY085,Won,,,,,A. Lead Generated,,Mining,2025-11-27,197,
Bakugo,OWNER_001,COMPANY192,Won,,,,,A. Lead Generated,,Mining,2025-11-27,198,
,OWNER_001,COMPANY140,Won,,,,,A. Lead Generated,,Mining,2025-11-27,199,missing_deal_name
Marge Simpson,OWNER_001,COMPANY106,Won,,,,,A. Lead Generated,,Construction,2025-11-27,200,
Marge Simpson,OWNER_004,COMPANY054,Won,,,,,A. Lead Generated,,Renewables,2025-11-27,201,
Marge Simpson,OWNER_001,COMPANY076,Won,,,,,A. Lead Generated,,Mining,2025-11-27,202,
Peter Griffin,OWNER_001,COMPANY102,Won,,,,,A. Lead Generated,,Mining,2025-11-27,203,
Stewie Griffin,OWNER_001,COMPANY076,Won,,,,,A. Lead Generated,,Mining,2025-11-27,204,
Stewie Griffin,OWNER_001,COMPANY076,Won,,,,,A. Lead Generated,,Mining,2025-11-27,205,business_key_duplicate
Stewie Griffin,OWNER_001,COMPANY076,Won,,,,,A. Lead Generated,,Mining,2025-11-27,206,business_key_duplicate
Stewie Griffin,OWNER_001,COMPANY076,Won,,,,,A. Lead Generated,,Mining,2025-11-27,207,business_key_duplicate
Stewie Griffin,OWNER_001,COMPANY076,Won,,,,,A. Lead Generated,,Mining,2025-11-27,208,business_key_duplicate
Stewie Griffin,OWNER_001,COMPANY102,Won,,,,,A. Lead Generated,,Mining,2025-11-27,209,
Stewie Griffin,OWNER_003,COMPANY187,Won,,,,,A. Lead Generated,,Mining,2025-11-27,210,
Stewie Griffin,OWNER_001,COMPANY169,Won,,High,,,A. Lead Generated,,Renewables,2025-11-27,211,
Stewie Griffin,OWNER_001,COMPANY169,Won,,High,,,A. Lead Generated,,Renewables,2025-11-27,212,business_key_duplicate
All Might,OWNER_001,COMPANY076,Won,,,,,A. Lead Generated,,Mining,2025-11-27,213,
SpongeBob,OWNER_003,COMPANY153,Won,,,,,A. Lead Generated,,Renewables,2025-11-27,214,
Patrick Star,OWNER_003,COMPANY013,Won,,,,,A. Lead Generated,,Renewables,2025-11-27,215,
Squidward,OWNER_001,COMPANY141,Won,,,,,A. Lead Generated,,Mining,2025-11-27,216,
Squidward,OWNER_003,COMPANY099,Won,,,,,A. Lead Generated,,Mining,2025-11-27,217,
Squidward,OWNER_001,COMPANY137,Won,,,,,A. Lead Generated,,Mining,2025-11-27,218,
